cdm_source_name,cdm_source_abbreviation,cdm_holder,source_description,source_documentation_reference,cdm_etl_reference,source_release_date,cdm_release_date,cdm_version,cdm_version_concept_id,vocabulary_version,database_id,max_obs_period_end_date
cdm_5pct_9a0f90a32250497d9483c981ef1e1e70,cdm_5pct_9a0f90a32250497d,D4L,NA,NA,NA,2024-02-23,2024-02-23,5.4,NA,v5.0 31-AUG-23,560471365,2010-12-31
